PCLN,20130110,655.24,657.83,645.55,653.62,385600
PCLN,20130111,653.48,657.38,650.35,655.49,368200
PCLN,20130114,657.77,667.87,657.25,662.92,523700
PCLN,20130115,658.38,665.79,653.54,663.35,397900
PCLN,20130116,661.10,671.00,658.25,667.84,396500
PCLN,20130117,670.73,675.30,661.34,669.89,547300
PCLN,20130118,669.97,677.08,668.55,672.72,598600
PCLN,20130122,671.50,678.88,668.51,671.27,552300
PCLN,20130123,674.91,675.99,668.11,672.26,365300
PCLN,20130124,671.84,681.72,670.87,679.55,630600
PCLN,20130125,682.00,719.37,681.05,718.82,1573100
PCLN,20130128,718.65,721.96,700.40,704.98,925600
PCLN,20130129,703.16,710.58,694.02,700.29,528800
PCLN,20130130,701.90,705.43,694.00,695.09,429000
PCLN,20130131,675.96,687.34,673.72,685.47,1053800
PCLN,20130201,693.12,698.03,684.68,685.56,915100
PCLN,20130204,681.86,686.01,678.73,679.29,507200
PCLN,20130205,683.89,697.78,683.02,691.57,548600
PCLN,20130206,693.77,704.17,690.00,694.10,652200
PCLN,20130207,694.10,697.46,679.65,690.69,444400
PCLN,20130208,693.55,702.04,691.47,700.83,468400
PCLN,20130211,699.68,700.00,692.16,696.11,301600
PCLN,20130212,696.80,705.77,695.37,703.38,487100
PCLN,20130213,703.00,708.00,698.90,704.17,334000
PCLN,20130214,699.95,707.99,697.66,705.62,345700
PCLN,20130215,704.20,706.23,698.50,702.26,669800
PCLN,20130219,703.16,707.57,700.52,703.47,476700
PCLN,20130220,705.21,707.57,687.64,688.20,573400
PCLN,20130221,688.50,690.56,675.11,683.33,1109600
PCLN,20130222,688.50,689.90,680.92,684.70,543100
PCLN,20130225,686.94,692.79,671.54,671.54,713300
PCLN,20130226,671.65,680.50,665.05,678.49,1314600
PCLN,20130227,709.05,712.50,692.00,695.91,2010300
PCLN,20130228,696.30,697.72,680.69,689.11,1088200
PCLN,20130301,689.05,698.77,683.68,695.62,1009200
PCLN,20130304,694.55,714.71,692.47,714.01,890600
PCLN,20130305,716.00,723.05,715.30,718.41,708000
PCLN,20130306,721.07,728.70,717.03,718.90,492100
PCLN,20130307,722.15,723.74,716.53,719.03,462700
PCLN,20130308,722.06,724.30,716.02,720.92,470800
PCLN,20130311,721.01,725.92,719.79,725.07,459700
PCLN,20130312,723.00,727.38,714.56,722.04,523600
PCLN,20130313,723.00,723.73,714.53,715.53,376200
PCLN,20130314,715.40,717.80,708.86,713.15,383400
PCLN,20130315,711.61,716.44,711.06,713.50,697900
PCLN,20130318,706.43,707.62,694.90,696.81,597400
PCLN,20130319,697.53,702.69,679.71,684.15,940600
PCLN,20130320,689.68,691.22,685.53,687.58,379200
