WIN,20130110,9.80,9.93,9.76,7.64,10799400
WIN,20130111,9.90,9.96,9.83,7.67,5430400
WIN,20130114,9.94,10.00,9.91,7.70,5467600
WIN,20130115,10.00,10.00,9.62,7.48,10425000
WIN,20130116,9.65,9.70,9.45,7.40,10482000
WIN,20130117,9.63,9.67,9.57,7.38,5460400
WIN,20130118,9.58,9.64,9.49,7.41,9405900
WIN,20130122,9.55,9.80,9.53,7.53,7222200
WIN,20130123,9.75,9.88,9.66,7.46,8289600
WIN,20130124,9.67,9.80,9.66,7.45,6299900
WIN,20130125,9.73,9.76,9.58,7.43,5583000
WIN,20130128,9.68,9.77,9.65,7.48,5459700
WIN,20130129,9.84,9.85,9.70,7.48,5290200
WIN,20130130,9.72,9.81,9.71,7.49,4523500
WIN,20130131,9.74,9.80,9.64,7.50,5507600
WIN,20130201,9.79,9.85,9.74,7.54,5025700
WIN,20130204,9.77,9.80,9.65,7.51,6627700
WIN,20130205,9.80,9.84,9.68,7.55,4818300
WIN,20130206,9.79,9.88,9.73,7.60,5368100
WIN,20130207,9.87,9.90,9.78,7.60,3984400
WIN,20130208,9.87,9.90,9.77,7.53,3719400
WIN,20130211,9.85,9.90,9.77,7.61,3846200
WIN,20130212,9.83,9.90,9.80,7.60,4807000
WIN,20130213,9.90,9.90,9.79,7.55,3420800
WIN,20130214,9.00,9.17,8.47,7.00,28208900
WIN,20130215,9.10,9.11,8.91,6.88,20601800
WIN,20130219,8.96,9.16,8.63,6.88,19792800
WIN,20130220,8.80,8.81,8.52,6.58,15749600
WIN,20130221,8.52,8.53,8.35,6.46,10272900
WIN,20130222,8.44,8.55,8.35,6.53,7252700
WIN,20130225,8.55,8.68,8.39,6.46,6352300
WIN,20130226,8.42,8.53,8.40,6.51,5357600
WIN,20130227,8.47,8.63,8.43,6.61,5963000
WIN,20130228,8.59,8.70,8.49,6.61,12311200
WIN,20130301,8.61,8.73,8.51,6.72,6146900
WIN,20130304,8.73,8.76,8.67,6.71,5905200
WIN,20130305,8.70,8.84,8.65,6.68,5262000
WIN,20130306,8.70,8.72,8.61,6.65,3933900
WIN,20130307,8.63,8.64,8.35,6.56,14514600
WIN,20130308,8.57,8.68,8.48,6.59,8215200
WIN,20130311,8.59,8.77,8.56,6.71,5520400
WIN,20130312,8.71,8.84,8.65,6.78,5053200
WIN,20130313,8.84,8.88,8.72,6.81,6544700
WIN,20130314,8.87,8.96,8.84,6.84,5151000
WIN,20130315,8.88,8.90,8.78,6.79,8069300
WIN,20130318,8.77,8.85,8.75,6.74,3508800
WIN,20130319,8.80,8.81,8.64,6.70,5340200
WIN,20130320,8.79,8.79,8.56,6.61,10624100
WIN,20130321,8.54,8.60,8.44,6.51,13850700
WIN,20130322,8.53,8.63,8.48,6.62,8602500
WIN,20130325,8.66,8.68,8.42,6.49,13474300
WIN,20130326,8.20,8.24,8.08,6.46,14776000
WIN,20130327,8.18,8.22,7.96,6.34,15201100
WIN,20130328,8.08,8.08,7.87,6.29,20188600
WIN,20130401,7.95,8.08,7.91,6.33,8224300
WIN,20130402,8.05,8.23,8.04,6.52,7580200
WIN,20130403,8.21,8.30,8.16,6.51,11254100
WIN,20130404,8.21,8.30,8.20,6.52,5268800
WIN,20130405,8.15,8.35,8.14,6.61,6500300
WIN,20130408,8.38,8.40,8.25,6.66,6336800
WIN,20130409,8.40,8.55,8.36,6.78,5772400
WIN,20130410,8.54,8.74,8.54,6.92,8020300
WIN,20130411,8.71,8.81,8.68,6.97,7158700
WIN,20130412,8.77,8.87,8.64,7.04,7201500
WIN,20130415,8.85,8.88,8.57,6.80,8678800
WIN,20130416,8.62,8.75,8.55,6.86,6207400
WIN,20130417,8.58,8.59,8.41,6.79,7851300
WIN,20130418,8.60,8.67,8.53,6.81,5776900
WIN,20130419,8.63,8.64,8.53,6.86,3326300
WIN,20130422,8.61,8.63,8.46,6.77,4116100
WIN,20130423,8.57,8.74,8.55,6.93,4842700
WIN,20130424,8.70,8.72,8.43,6.91,7583900
WIN,20130425,8.72,8.84,8.70,6.93,5448000
WIN,20130426,8.61,8.68,8.44,6.70,8825900
WIN,20130429,8.45,8.51,8.42,6.74,4437200
WIN,20130430,8.50,8.54,8.43,6.76,7563500
WIN,20130501,8.53,8.64,8.47,6.74,6382900
WIN,20130502,8.49,8.57,8.36,6.65,5679900
WIN,20130503,8.41,8.45,8.32,6.63,6944300
WIN,20130506,8.32,8.44,8.30,6.63,6994300
WIN,20130507,8.40,8.47,8.34,6.64,8559900
WIN,20130508,8.39,8.69,8.39,6.76,14606400
WIN,20130509,8.05,8.24,7.89,6.51,31431700
WIN,20130510,8.15,8.38,8.15,6.63,6478400
WIN,20130513,8.37,8.46,8.32,6.64,4902900
WIN,20130514,8.40,8.45,8.35,6.68,5091100
WIN,20130515,8.39,8.64,8.36,6.81,6480400
WIN,20130516,8.58,8.73,8.57,6.83,5828000
WIN,20130517,8.62,8.75,8.61,6.89,3828900
WIN,20130520,8.69,8.75,8.66,6.92,4013300
WIN,20130521,8.70,8.81,8.68,6.97,5208400
WIN,20130522,8.78,8.85,8.48,6.75,6028700
WIN,20130523,8.48,8.70,8.47,6.89,4970700
WIN,20130524,8.61,8.72,8.55,6.88,3063300
WIN,20130528,8.75,8.76,8.46,6.72,4254200
WIN,20130529,8.50,8.50,8.18,6.55,7245900
WIN,20130530,8.30,8.33,8.16,6.55,5620700
WIN,20130531,8.21,8.33,8.03,6.37,7695700
WIN,20130603,8.12,8.16,8.02,6.38,7725500
WIN,20130604,8.04,8.07,7.89,6.33,13972900
