ACY,20100310,19.00,19.13,18.55,18.80,3600
ACY,20100315,19.25,20.05,19.06,20.00,3100
ACY,20100322,19.85,20.50,19.60,20.15,3100
ACY,20100329,20.45,20.50,18.64,19.53,5600
ACY,20100405,19.90,21.00,19.60,20.65,2600
ACY,20100412,20.99,23.45,20.98,21.65,5500
ACY,20100419,21.99,22.25,21.50,21.82,2200
ACY,20100426,22.00,23.45,22.00,23.22,3000
ACY,20100503,23.45,23.45,18.29,18.80,5000
ACY,20100510,20.49,25.00,19.30,22.40,7400
ACY,20100517,24.18,24.80,20.60,21.25,5100
ACY,20100524,21.32,21.32,18.60,19.50,5400
ACY,20100601,20.45,21.44,18.60,18.95,5200
ACY,20100607,18.75,19.75,17.65,19.68,3100
ACY,20100614,19.82,21.47,19.55,21.15,3100
ACY,20100621,22.00,23.95,21.20,22.20,7800
ACY,20100628,22.49,22.60,18.22,18.50,3700
ACY,20100706,18.85,19.15,18.25,18.90,2100
ACY,20100712,18.37,19.75,18.32,18.50,1300
ACY,20100719,18.20,19.75,17.50,19.75,4800
ACY,20100726,20.25,22.38,18.63,19.95,2100
ACY,20100802,19.95,20.25,18.25,19.46,4800
ACY,20100809,19.68,19.90,15.00,15.35,14200
ACY,20100816,15.40,15.71,14.60,14.73,11600
ACY,20100823,16.51,16.51,13.61,14.77,13700
ACY,20100830,14.00,14.20,13.00,13.25,9800
ACY,20100907,13.24,13.79,13.01,13.30,5200
ACY,20100913,13.81,16.25,13.81,15.76,5500
ACY,20100920,15.90,17.55,15.80,16.71,5100
ACY,20100927,17.20,17.60,15.50,15.53,4300
ACY,20101004,15.70,15.70,14.33,15.05,4800
ACY,20101011,15.38,16.45,15.38,16.10,1800
ACY,20101018,15.78,16.45,15.54,15.89,2100
ACY,20101025,16.30,16.36,15.50,16.36,3800
ACY,20101101,16.24,17.63,16.23,16.97,5900
ACY,20101108,17.50,18.06,14.51,14.81,14800
ACY,20101115,15.22,17.48,14.85,15.74,12700
ACY,20101122,15.55,17.25,15.50,17.25,3100
ACY,20101129,17.45,18.14,17.00,17.65,3800
ACY,20101206,18.00,18.00,16.65,16.96,2800
ACY,20101213,17.45,17.50,16.85,17.16,2400
ACY,20101220,17.16,17.80,17.16,17.80,7100
ACY,20101227,17.99,18.18,17.89,18.10,2400
ACY,20110103,18.45,18.83,18.10,18.55,10700
ACY,20110110,18.57,18.79,18.14,18.25,3400
ACY,20110118,18.24,18.50,18.24,18.48,4200
ACY,20110124,18.50,19.10,18.36,19.03,4900
ACY,20110131,19.10,19.70,19.00,19.70,3900
ACY,20110207,19.70,21.00,19.70,20.75,4100
ACY,20110214,21.15,22.90,20.90,22.85,6600
ACY,20110222,22.90,24.00,22.82,23.75,5500
ACY,20110228,23.62,23.75,15.50,16.61,21400
ACY,20110307,17.28,17.80,15.35,15.74,10800
ACY,20110314,15.98,16.25,11.51,13.12,8400
ACY,20110321,14.10,16.44,13.55,15.71,7500
ACY,20110328,15.67,17.08,13.55,13.68,9400
ACY,20110404,13.70,13.70,12.00,12.41,9200
ACY,20110411,12.24,12.24,11.64,11.90,5400
ACY,20110418,11.91,11.94,10.90,11.30,7100
ACY,20110425,11.18,12.28,11.00,12.28,7200
ACY,20110502,12.34,12.51,11.60,11.75,6000
ACY,20110509,11.65,11.76,11.24,11.34,3500
ACY,20110516,11.00,12.40,9.54,11.91,11700
ACY,20110523,11.70,12.40,10.70,11.23,5900
ACY,20110531,11.23,12.40,11.23,11.95,3000
ACY,20110606,11.86,12.16,11.85,11.85,2600
ACY,20110613,11.86,12.45,11.85,12.41,3300
ACY,20110620,12.47,12.54,12.28,12.54,2000
ACY,20110627,12.54,13.24,12.54,13.23,3600
ACY,20110705,13.25,14.48,13.25,13.95,10000
ACY,20110711,13.92,14.05,12.98,13.02,6000
ACY,20110718,13.03,13.60,12.84,12.92,24000
ACY,20110725,13.05,13.54,12.44,13.02,4900
ACY,20110801,13.78,14.32,13.50,13.80,13100
ACY,20110808,13.52,13.70,11.66,12.33,7200
ACY,20110815,12.20,13.69,12.20,12.51,3000
ACY,20110822,12.64,12.64,12.20,12.30,900
ACY,20110829,12.20,12.40,11.52,11.62,2700
ACY,20110906,11.62,12.10,11.00,11.05,1000
ACY,20110912,11.05,11.05,8.95,8.95,7600
ACY,20110919,8.50,8.61,7.02,7.10,9500
ACY,20110926,6.39,7.48,6.27,7.05,6000
ACY,20111003,6.98,7.31,6.45,6.79,2600
ACY,20111010,6.71,7.05,6.45,6.77,2300
ACY,20111017,6.50,6.62,6.20,6.34,3500
ACY,20111024,6.40,6.70,5.61,5.95,5200
