FTR,20100329,7.40,7.50,7.30,4.77,3238600
FTR,20100405,7.49,7.57,7.38,4.75,3278100
FTR,20100412,7.44,7.84,7.41,4.95,5857500
FTR,20100419,7.73,7.95,7.68,4.99,5326100
FTR,20100426,7.83,8.15,7.70,5.08,4324300
FTR,20100503,7.96,8.07,7.25,4.78,5731400
FTR,20100510,7.75,8.00,7.66,5.00,4023600
FTR,20100517,7.85,8.09,7.57,4.92,4985000
FTR,20100524,7.78,7.98,7.50,5.07,4713600
FTR,20100601,7.98,8.38,7.88,5.32,6668100
FTR,20100607,8.15,8.16,7.62,5.16,6285100
FTR,20100614,7.83,8.13,7.76,5.15,4841900
FTR,20100621,7.91,7.94,7.55,4.96,4792700
FTR,20100628,7.56,7.72,6.96,4.83,22118100
FTR,20100706,7.25,7.56,6.99,4.86,37839200
FTR,20100712,7.40,7.44,7.12,4.86,26349200
FTR,20100719,7.41,7.51,7.25,4.88,17370500
FTR,20100726,7.48,7.84,7.39,5.02,15328600
FTR,20100802,7.71,7.76,7.50,5.03,13806600
FTR,20100809,7.64,7.83,7.54,5.00,17825700
FTR,20100816,7.59,7.90,7.52,5.07,13364900
FTR,20100823,7.76,7.82,7.52,5.06,10757000
FTR,20100830,7.75,7.95,7.68,5.22,10836600
FTR,20100907,7.78,7.78,7.51,5.20,12930900
FTR,20100913,7.76,8.06,7.64,5.36,15146400
FTR,20100920,7.98,8.19,7.81,5.43,13951500
FTR,20100927,8.05,8.30,7.99,5.51,11678400
FTR,20101004,8.20,8.49,8.16,5.65,9160400
FTR,20101011,8.46,8.91,8.42,5.75,12878000
FTR,20101018,8.64,8.87,8.55,5.92,8544500
FTR,20101025,8.82,8.85,8.60,5.91,8602500
FTR,20101101,8.82,9.16,8.65,6.06,10038200
FTR,20101108,8.98,9.42,8.91,6.06,13881200
FTR,20101115,9.06,9.17,8.84,6.17,9126700
FTR,20101122,9.18,9.21,9.01,6.13,6176100
FTR,20101129,9.12,9.46,9.04,6.37,16453400
FTR,20101206,9.48,9.52,9.07,6.44,10569800
FTR,20101213,9.36,9.49,9.24,6.35,9986900
FTR,20101220,9.30,9.50,9.27,6.53,6250200
FTR,20101227,9.50,9.78,9.49,6.68,5442800
FTR,20110103,9.79,9.84,9.45,6.59,10946900
FTR,20110110,9.54,9.59,9.32,6.45,9165500
FTR,20110118,9.43,9.45,9.15,6.31,8226700
FTR,20110124,9.21,9.29,9.06,6.23,8616600
FTR,20110131,9.08,9.41,9.07,6.45,5846400
FTR,20110207,9.38,9.52,9.35,6.53,6603500
FTR,20110214,9.52,9.55,9.36,6.50,7388700
FTR,20110222,9.41,9.46,7.68,5.78,21931100
FTR,20110228,8.47,8.58,8.07,5.58,23213000
FTR,20110307,8.01,8.12,7.83,5.57,12580200
FTR,20110314,7.89,8.15,7.73,5.72,14393100
FTR,20110321,8.18,8.20,7.96,5.69,7795800
FTR,20110328,8.13,8.30,7.78,5.70,23761200
